number,target_id,target_title,source_id,source_title
7,21405,Bokura wa Minna Kawai-sou,1453,Maison Ikkoku
6,1065,Touch,1453,Maison Ikkoku
4,1293,Urusei Yatsura,1453,Maison Ikkoku
4,210,Ranma ½,1453,Maison Ikkoku
3,729,Hiatari Ryoukou!,1453,Maison Ikkoku
3,189,Love Hina,1453,Maison Ikkoku
3,691,Yawara!,1453,Maison Ikkoku
2,13585,Natsuyuki Rendezvous,1453,Maison Ikkoku
2,390,Suzuka,1453,Maison Ikkoku
3,22789,Barakamon,23623,Non Non Biyori Repeat
1,10162,Usagi Drop,23623,Non Non Biyori Repeat
1,23269,Hello!! Kiniro Mosaic,23623,Non Non Biyori Repeat
1,488,Ichigo Mashimaro,23623,Non Non Biyori Repeat
1,16732,Kiniro Mosaic,23623,Non Non Biyori Repeat
1,14511,Minami-ke Tadaima,23623,Non Non Biyori Repeat
1,10165,Nichijou,23623,Non Non Biyori Repeat
1,31646,3-gatsu no Lion,23623,Non Non Biyori Repeat
1,5680,K-On!,23623,Non Non Biyori Repeat
1,20973,Sekai Seifuku: Bouryaku no Zvezda,32843,Senki Zesshou Symphogear XV
22,10721,Mawaru Penguindrum,440,Shoujo Kakumei Utena
22,30,Neon Genesis Evangelion,440,Shoujo Kakumei Utena
17,18679,Kill la Kill,440,Shoujo Kakumei Utena
15,338,Versailles no Bara,440,Shoujo Kakumei Utena
13,9756,Mahou Shoujo Madoka★Magica,440,Shoujo Kakumei Utena
13,721,Princess Tutu,440,Shoujo Kakumei Utena
9,853,Ouran Koukou Host Club,440,Shoujo Kakumei Utena
9,35503,Shoujo☆Kageki Revue Starlight,440,Shoujo Kakumei Utena
7,795,Oniisama e...,440,Shoujo Kakumei Utena
5,26165,Yuri Kuma Arashi,440,Shoujo Kakumei Utena
36,34599,Made in Abyss,35838,Shoujo Shuumatsu Ryokou
16,486,Kino no Tabi: The Beautiful World,35838,Shoujo Shuumatsu Ryokou
8,6802,So Ra No Wo To,35838,Shoujo Shuumatsu Ryokou
7,34798,Yuru Camp△,35838,Shoujo Shuumatsu Ryokou
7,24765,Gakkougurashi!,35838,Shoujo Shuumatsu Ryokou
6,10357,Jinrui wa Suitai Shimashita,35838,Shoujo Shuumatsu Ryokou
6,37302,Kemurikusa (TV),35838,Shoujo Shuumatsu Ryokou
5,387,Haibane Renmei,35838,Shoujo Shuumatsu Ryokou
4,35079,Kino no Tabi: The Beautiful World - The Animated Series,35838,Shoujo Shuumatsu Ryokou
4,457,Mushishi,35838,Shoujo Shuumatsu Ryokou
33,11843,Danshi Koukousei no Nichijou,37171,Asobi Asobase
30,10165,Nichijou,37171,Asobi Asobase
18,38619,Joshikousei no Mudazukai,37171,Asobi Asobase
16,10711,Plastic Neesan,37171,Asobi Asobase
15,37105,Grand Blue,37171,Asobi Asobase
11,35821,Chio-chan no Tsuugakuro,37171,Asobi Asobase
5,33255,Saiki Kusuo no Ψ-nan,37171,Asobi Asobase
5,34881,Aho Girl,37171,Asobi Asobase
5,30831,Kono Subarashii Sekai ni Shukufuku wo!,37171,Asobi Asobase
4,36873,Back Street Girls: Gokudolls,37171,Asobi Asobase
11,32995,Yuri!!! on Ice,34636,Ballroom e Youkoso
11,20583,Haikyuu!!,34636,Ballroom e Youkoso
9,263,Hajime no Ippo,34636,Ballroom e Youkoso
6,23273,Shigatsu wa Kimi no Uso,34636,Ballroom e Youkoso
6,21185,Baby Steps,34636,Ballroom e Youkoso
3,40392,Runway de Waratte,34636,Ballroom e Youkoso
3,37965,Kaze ga Tsuyoku Fuiteiru,34636,Ballroom e Youkoso
3,48702,Dance Dance Danseur,34636,Ballroom e Youkoso
2,34543,Dive!!,34636,Ballroom e Youkoso
2,18507,Free!,34636,Ballroom e Youkoso
2,2593,Kara no Kyoukai Movie 1: Fukan Fuukei,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
1,226,Elfen Lied,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
1,38000,Kimetsu no Yaiba,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
1,34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
1,22297,Fate/stay night: Unlimited Blade Works,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
1,4981,Casshern Sins,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
1,3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
7,2593,Kara no Kyoukai Movie 1: Fukan Fuukei,22297,Fate/stay night: Unlimited Blade Works
3,4654,Toaru Majutsu no Index,22297,Fate/stay night: Unlimited Blade Works
2,22535,Kiseijuu: Sei no Kakuritsu,22297,Fate/stay night: Unlimited Blade Works
2,35076,Juuni Taisen,22297,Fate/stay night: Unlimited Blade Works
2,31240,Re:Zero kara Hajimeru Isekai Seikatsu,22297,Fate/stay night: Unlimited Blade Works
2,34561,Re:Creators,22297,Fate/stay night: Unlimited Blade Works
2,38000,Kimetsu no Yaiba,22297,Fate/stay night: Unlimited Blade Works
2,10087,Fate/Zero,22297,Fate/stay night: Unlimited Blade Works
2,64,Rozen Maiden,22297,Fate/stay night: Unlimited Blade Works
2,440,Shoujo Kakumei Utena,22297,Fate/stay night: Unlimited Blade Works
1,96,Mobile Fighter G Gundam,18617,Girls & Panzer Movie
1,15051,Love Live! School Idol Project,18617,Girls & Panzer Movie
1,31500,High School Fleet,18617,Girls & Panzer Movie
1,38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,18617,Girls & Panzer Movie
14,9253,Steins;Gate,1889,Higurashi no Naku Koro ni Kai
7,9756,Mahou Shoujo Madoka★Magica,1889,Higurashi no Naku Koro ni Kai
7,31043,Boku dake ga Inai Machi,1889,Higurashi no Naku Koro ni Kai
4,4382,Suzumiya Haruhi no Yuuutsu (2009),1889,Higurashi no Naku Koro ni Kai
4,7724,Shiki,1889,Higurashi no Naku Koro ni Kai
4,31240,Re:Zero kara Hajimeru Isekai Seikatsu,1889,Higurashi no Naku Koro ni Kai
3,19,Monster,1889,Higurashi no Naku Koro ni Kai
2,226,Elfen Lied,1889,Higurashi no Naku Koro ni Kai
2,42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,1889,Higurashi no Naku Koro ni Kai
2,369,Boogiepop wa Warawanai,1889,Higurashi no Naku Koro ni Kai
8,11757,Sword Art Online,138,Hunter x Hunter: Greed Island
2,481,Yu☆Gi☆Oh! Duel Monsters,138,Hunter x Hunter: Greed Island
1,1469,Monster Farm: Enbanseki no Himitsu,138,Hunter x Hunter: Greed Island
1,8,Bouken Ou Beet,138,Hunter x Hunter: Greed Island
1,232,Cardcaptor Sakura,138,Hunter x Hunter: Greed Island
1,13185,Juusen Battle Monsuno,138,Hunter x Hunter: Greed Island
3,11013,Inu x Boku SS,25681,Kamisama Hajimemashita◎
2,20507,Noragami,25681,Kamisama Hajimemashita◎
2,4081,Natsume Yuujinchou,25681,Kamisama Hajimemashita◎
2,25013,Akatsuki no Yona,25681,Kamisama Hajimemashita◎
2,23251,Gugure! Kokkuri-san,25681,Kamisama Hajimemashita◎
2,249,InuYasha,25681,Kamisama Hajimemashita◎
1,30503,Noragami Aragoto,25681,Kamisama Hajimemashita◎
1,1965,Sola,25681,Kamisama Hajimemashita◎
1,40730,Tian Guan Ci Fu,25681,Kamisama Hajimemashita◎
1,8476,Otome Youkai Zakuro,25681,Kamisama Hajimemashita◎
2,6164,Aoi Hana,35677,Liz to Aoi Tori
2,37786,Yagate Kimi ni Naru,35677,Liz to Aoi Tori
2,39790,Adachi to Shimamura,35677,Liz to Aoi Tori
1,27989,Hibike! Euphonium,35677,Liz to Aoi Tori
1,36098,Kimi no Suizou wo Tabetai,35677,Liz to Aoi Tori
1,2236,Toki wo Kakeru Shoujo,35677,Liz to Aoi Tori
1,1689,Byousoku 5 Centimeter,35677,Liz to Aoi Tori
1,30346,Doukyuusei (Movie),35677,Liz to Aoi Tori
1,4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",35677,Liz to Aoi Tori
1,39518,Vampire in the Garden,35677,Liz to Aoi Tori
4,4081,Natsume Yuujinchou,962,Aria the Natural
3,457,Mushishi,962,Aria the Natural
2,387,Haibane Renmei,962,Aria the Natural
1,2942,Sketchbook: Full Color's,962,Aria the Natural
1,975,Yokohama Kaidashi Kikou,962,Aria the Natural
1,36800,Amanchu! Advance,962,Aria the Natural
1,799,Kokoro Toshokan,962,Aria the Natural
1,11239,Hidamari Sketch x Honeycomb,962,Aria the Natural
1,486,Kino no Tabi: The Beautiful World,962,Aria the Natural
1,750,Binchou-tan,962,Aria the Natural
3,1,Cowboy Bebop,1519,Black Lagoon: The Second Barrage
2,5682,Phantom: Requiem for the Phantom,1519,Black Lagoon: The Second Barrage
2,226,Elfen Lied,1519,Black Lagoon: The Second Barrage
1,392,Yuu☆Yuu☆Hakusho,1519,Black Lagoon: The Second Barrage
1,3614,Yakushiji Ryouko no Kaiki Jikenbo,1519,Black Lagoon: The Second Barrage
1,2251,Baccano!,1519,Black Lagoon: The Second Barrage
1,4087,Michiko to Hatchin,1519,Black Lagoon: The Second Barrage
1,13601,Psycho-Pass,1519,Black Lagoon: The Second Barrage
1,2025,Darker than Black: Kuro no Keiyakusha,1519,Black Lagoon: The Second Barrage
1,198,Speed Grapher,1519,Black Lagoon: The Second Barrage
2,39792,Eizouken ni wa Te wo Dasu na!,41361,Eiga Daisuki Pompo-san (Movie)
1,25835,Shirobako,41361,Eiga Daisuki Pompo-san (Movie)
1,1033,Sennen Joyuu,41361,Eiga Daisuki Pompo-san (Movie)
1,249,InuYasha,4921,Ramayana: The Legend of Prince Rama
1,40834,Ousama Ranking,4921,Ramayana: The Legend of Prince Rama
23,28,Yakitate!! Japan,28171,Shokugeki no Souma
14,34933,Kakegurui,28171,Shokugeki no Souma
12,24629,Koufuku Graffiti,28171,Shokugeki no Souma
12,19815,No Game No Life,28171,Shokugeki no Souma
9,10033,Toriko,28171,Shokugeki no Souma
8,34012,Isekai Shokudou,28171,Shokugeki no Souma
7,110,Chuuka Ichiban!,28171,Shokugeki no Souma
7,38691,Dr. Stone,28171,Shokugeki no Souma
6,20583,Haikyuu!!,28171,Shokugeki no Souma
6,37033,Emiya-san Chi no Kyou no Gohan,28171,Shokugeki no Souma
1,18689,Diamond no Ace,9890,Major: Message
4,9919,Ao no Exorcist,30503,Noragami Aragoto
2,15809,Hataraku Maou-sama!,30503,Noragami Aragoto
2,32867,Bungou Stray Dogs 2nd Season,30503,Noragami Aragoto
1,25681,Kamisama Hajimemashita◎,30503,Noragami Aragoto
1,269,Bleach,30503,Noragami Aragoto
1,4081,Natsume Yuujinchou,30503,Noragami Aragoto
1,861,xxxHOLiC,30503,Noragami Aragoto
1,17074,Monogatari Series: Second Season,30503,Noragami Aragoto
1,2002,Heroic Age,30503,Noragami Aragoto
1,40784,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,30503,Noragami Aragoto
48,1535,Death Note,28223,Death Parade
34,6547,Angel Beats!,28223,Death Parade
18,228,Jigoku Shoujo,28223,Death Parade
13,13601,Psycho-Pass,28223,Death Parade
13,19815,No Game No Life,28223,Death Parade
12,34933,Kakegurui,28223,Death Parade
11,33352,Violet Evergarden,28223,Death Parade
10,1589,Bartender,28223,Death Parade
8,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,28223,Death Parade
7,3420,Shigofumi,28223,Death Parade
1,5460,Detective Conan Movie 13: The Raven Chaser,32005,Detective Conan Movie 20: The Darkest Nightmare
7,1887,Lucky☆Star,7791,K-On!!
5,15051,Love Live! School Idol Project,7791,K-On!!
4,34798,Yuru Camp△,7791,K-On!!
3,66,Azumanga Daioh,7791,K-On!!
3,16417,Tamako Market,7791,K-On!!
2,19111,Love Live! School Idol Project 2nd Season,7791,K-On!!
2,27989,Hibike! Euphonium,7791,K-On!!
2,1858,Gakuen Utopia Manabi Straight!,7791,K-On!!
2,57,Beck,7791,K-On!!
2,12189,Hyouka,7791,K-On!!
1,28621,Subete ga F ni Naru,28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen
1,7311,Suzumiya Haruhi no Shoushitsu,28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen
24,43,Koukaku Kidoutai,47,Akira
12,30,Neon Genesis Evangelion,47,Akira
9,32,Neon Genesis Evangelion: The End of Evangelion,47,Akira
9,226,Elfen Lied,47,Akira
6,570,Jin-Rou,47,Akira
6,2775,Genocyber,47,Akira
5,339,Serial Experiments Lain,47,Akira
5,32182,Mob Psycho 100,47,Akira
5,1747,Freedom,47,Akira
5,1468,Baoh Raihousha,47,Akira
4,20,Naruto,33486,Boku no Hero Academia 2nd Season
3,30276,One Punch Man,33486,Boku no Hero Academia 2nd Season
3,11061,Hunter x Hunter (2011),33486,Boku no Hero Academia 2nd Season
2,6702,Fairy Tail,33486,Boku no Hero Academia 2nd Season
2,24405,World Trigger,33486,Boku no Hero Academia 2nd Season
2,34134,One Punch Man 2nd Season,33486,Boku no Hero Academia 2nd Season
2,30654,Ansatsu Kyoushitsu 2nd Season,33486,Boku no Hero Academia 2nd Season
2,34572,Black Clover,33486,Boku no Hero Academia 2nd Season
1,28171,Shokugeki no Souma,33486,Boku no Hero Academia 2nd Season
1,24833,Ansatsu Kyoushitsu,33486,Boku no Hero Academia 2nd Season
17,1535,Death Note,235,Detective Conan
13,31043,Boku dake ga Inai Machi,235,Detective Conan
12,407,Tantei Gakuen Q,235,Detective Conan
10,8425,Gosick,235,Detective Conan
10,2076,Kindaichi Shounen no Jikenbo,235,Detective Conan
9,341,Spiral: Suiri no Kizuna,235,Detective Conan
8,12189,Hyouka,235,Detective Conan
5,244,Agatha Christie no Meitantei Poirot to Marple,235,Detective Conan
4,2985,Majin Tantei Nougami Neuro,235,Detective Conan
3,40911,Yuukoku no Moriarty,235,Detective Conan
1,15051,Love Live! School Idol Project,40421,Given Movie
1,36214,Asagao to Kase-san.,40421,Given Movie
1,30346,Doukyuusei (Movie),40421,Given Movie
14,32182,Mob Psycho 100,36296,Hinamatsuri (TV)
10,33206,Kobayashi-san Chi no Maid Dragon,36296,Hinamatsuri (TV)
8,918,Gintama,36296,Hinamatsuri (TV)
7,50265,Spy x Family,36296,Hinamatsuri (TV)
5,43692,Gokushufudou,36296,Hinamatsuri (TV)
5,33255,Saiki Kusuo no Ψ-nan,36296,Hinamatsuri (TV)
5,10162,Usagi Drop,36296,Hinamatsuri (TV)
4,34350,Alice to Zouroku,36296,Hinamatsuri (TV)
3,10165,Nichijou,36296,Hinamatsuri (TV)
3,22789,Barakamon,36296,Hinamatsuri (TV)
80,3470,Special A,853,Ouran Koukou Host Club
70,120,Fruits Basket,853,Ouran Koukou Host Club
55,1562,Yamato Nadeshiko Shichihenge♥,853,Ouran Koukou Host Club
45,7054,Kaichou wa Maid-sama!,853,Ouran Koukou Host Club
24,30205,Aoharu x Kikanjuu,853,Ouran Koukou Host Club
21,23289,Gekkan Shoujo Nozaki-kun,853,Ouran Koukou Host Club
15,40752,Bishounen Tanteidan,853,Ouran Koukou Host Club
14,2034,Lovely★Complex,853,Ouran Koukou Host Club
13,10321,Uta no☆Prince-sama♪ Maji Love 1000%,853,Ouran Koukou Host Club
12,32899,Watashi ga Motete Dousunda,853,Ouran Koukou Host Club
1,5310,Macross F Movie 1: Itsuwari no Utahime,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,14719,JoJo no Kimyou na Bouken (TV),4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,31,Neon Genesis Evangelion: Death & Rebirth,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,13391,Rakuen Tsuihou,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,1980,Trava: Fist Planet,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,30276,One Punch Man,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,6675,Redline,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,96,Mobile Fighter G Gundam,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
1,27785,Doamaiger D,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
4,11499,Sankarea,11597,Nisemonogatari
3,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,11597,Nisemonogatari
3,7647,Arakawa Under the Bridge,11597,Nisemonogatari
2,7785,Yojouhan Shinwa Taikei,11597,Nisemonogatari
2,10790,Kore wa Zombie Desu ka? of the Dead,11597,Nisemonogatari
2,2605,Sayonara Zetsubou Sensei,11597,Nisemonogatari
2,10165,Nichijou,11597,Nisemonogatari
1,1530,Kanon (2006),11597,Nisemonogatari
1,20507,Noragami,11597,Nisemonogatari
1,15225,Hentai Ouji to Warawanai Neko.,11597,Nisemonogatari
1,1142,Hachimitsu to Clover II,4477,Nodame Cantabile: Paris-hen
1,37975,Piano no Mori (TV) 2nd Season,4477,Nodame Cantabile: Paris-hen
1,9074,Arakawa Under the Bridge x Bridge,4477,Nodame Cantabile: Paris-hen
1,853,Ouran Koukou Host Club,4477,Nodame Cantabile: Paris-hen
16,2418,Stranger: Mukou Hadan,1827,Seirei no Moribito
13,153,Juuni Kokuki,1827,Seirei no Moribito
10,25013,Akatsuki no Yona,1827,Seirei no Moribito
9,3358,Kure-nai,1827,Seirei no Moribito
8,5420,Kemono no Souja Erin,1827,Seirei no Moribito
6,37520,Dororo,1827,Seirei no Moribito
5,4087,Michiko to Hatchin,1827,Seirei no Moribito
5,1818,Claymore,1827,Seirei no Moribito
5,28249,Arslan Senki (TV),1827,Seirei no Moribito
4,6211,Tokyo Magnitude 8.0,1827,Seirei no Moribito
20,2923,Shugo Chara!,232,Cardcaptor Sakura
19,177,Tsubasa Chronicle,232,Cardcaptor Sakura
16,76,Mahou Shoujo Lyrical Nanoha,232,Cardcaptor Sakura
11,530,Bishoujo Senshi Sailor Moon,232,Cardcaptor Sakura
10,5678,Kobato.,232,Cardcaptor Sakura
9,14829,Fate/kaleid liner Prisma☆Illya,232,Cardcaptor Sakura
7,9756,Mahou Shoujo Madoka★Magica,232,Cardcaptor Sakura
7,1688,Nanatsu-iro★Drops,232,Cardcaptor Sakura
6,122,Full Moon wo Sagashite,232,Cardcaptor Sakura
6,1808,Kamichama Karin,232,Cardcaptor Sakura
32,392,Yuu☆Yuu☆Hakusho,813,Dragon Ball Z
16,21,One Piece,813,Dragon Ball Z
9,1735,Naruto: Shippuuden,813,Dragon Ball Z
8,11061,Hunter x Hunter (2011),813,Dragon Ball Z
8,30276,One Punch Man,813,Dragon Ball Z
7,20,Naruto,813,Dragon Ball Z
6,6702,Fairy Tail,813,Dragon Ball Z
6,269,Bleach,813,Dragon Ball Z
5,1254,Saint Seiya,813,Dragon Ball Z
4,96,Mobile Fighter G Gundam,813,Dragon Ball Z
14,19,Monster,239,Gankutsuou
9,1699,Romeo x Juliet,239,Gankutsuou
5,32998,91 Days,239,Gankutsuou
5,2246,Mononoke,239,Gankutsuou
4,1535,Death Note,239,Gankutsuou
4,1013,Le Chevalier D'Eon,239,Gankutsuou
4,267,Gungrave,239,Gankutsuou
4,1575,Code Geass: Hangyaku no Lelouch,239,Gankutsuou
4,4898,Kuroshitsuji,239,Gankutsuou
3,440,Shoujo Kakumei Utena,239,Gankutsuou
4,2608,Wangan Midnight,18,Initial D Fourth Stage
1,4039,Golgo 13 (TV),18,Initial D Fourth Stage
1,6675,Redline,18,Initial D Fourth Stage
10,486,Kino no Tabi: The Beautiful World,3701,Kaiba
7,1454,Kemonozume,3701,Kaiba
7,34599,Made in Abyss,3701,Kaiba
6,30,Neon Genesis Evangelion,3701,Kaiba
6,790,Ergo Proxy,3701,Kaiba
5,339,Serial Experiments Lain,3701,Kaiba
5,601,Nekojiru-sou,3701,Kaiba
5,2033,Tamala 2010: A Punk Cat in Space,3701,Kaiba
4,4981,Casshern Sins,3701,Kaiba
4,40834,Ousama Ranking,3701,Kaiba
4,513,Tenkuu no Shiro Laputa,1430,Lupin III: Cagliostro no Shiro
2,1,Cowboy Bebop,1430,Lupin III: Cagliostro no Shiro
2,6172,Layton Kyouju to Eien no Utahime,1430,Lupin III: Cagliostro no Shiro
1,14719,JoJo no Kimyou na Bouken (TV),1430,Lupin III: Cagliostro no Shiro
1,25383,Doraemon Movie 35: Nobita no Space Heroes,1430,Lupin III: Cagliostro no Shiro
1,3673,Nijuu Mensou no Musume,1430,Lupin III: Cagliostro no Shiro
1,33337,ACCA: 13-ku Kansatsu-ka,1430,Lupin III: Cagliostro no Shiro
1,464,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,1430,Lupin III: Cagliostro no Shiro
1,2251,Baccano!,1430,Lupin III: Cagliostro no Shiro
2,40052,Great Pretender,35857,Lupin III: Part 5
1,30736,Shingeki no Bahamut: Virgin Soul,35857,Lupin III: Part 5
1,1,Cowboy Bebop,35857,Lupin III: Part 5
8,25835,Shirobako,39792,Eizouken ni wa Te wo Dasu na!
6,227,FLCL,39792,Eizouken ni wa Te wo Dasu na!
3,7674,Bakuman.,39792,Eizouken ni wa Te wo Dasu na!
3,35839,Sora yori mo Tooi Basho,39792,Eizouken ni wa Te wo Dasu na!
2,2164,Dennou Coil,39792,Eizouken ni wa Te wo Dasu na!
2,35756,Comic Girls,39792,Eizouken ni wa Te wo Dasu na!
2,44407,Shinkai,39792,Eizouken ni wa Te wo Dasu na!
2,2154,Tekkon Kinkreet,39792,Eizouken ni wa Te wo Dasu na!
2,41361,Eiga Daisuki Pompo-san (Movie),39792,Eizouken ni wa Te wo Dasu na!
1,20673,Hinata no Aoshigure,39792,Eizouken ni wa Te wo Dasu na!
2,28891,Haikyuu!! Second Season,37962,IDOLiSH7: Second Beat!
2,31988,Hibike! Euphonium 2,37962,IDOLiSH7: Second Beat!
1,30344,The iDOLM@STER Cinderella Girls 2nd Season,37962,IDOLiSH7: Second Beat!
1,40417,Fruits Basket 2nd Season,37962,IDOLiSH7: Second Beat!
1,35180,3-gatsu no Lion 2nd Season,37962,IDOLiSH7: Second Beat!
1,38080,Kono Oto Tomare!,37962,IDOLiSH7: Second Beat!
1,40174,Zombieland Saga: Revenge,37962,IDOLiSH7: Second Beat!
1,40148,22/7,37962,IDOLiSH7: Second Beat!
2,6675,Redline,186,Initial D Second Stage
15,15,Eyeshield 21,1604,Katekyo Hitman Reborn!
15,1559,Shijou Saikyou no Deshi Kenichi,1604,Katekyo Hitman Reborn!
14,7592,Nurarihyon no Mago,1604,Katekyo Hitman Reborn!
10,31964,Boku no Hero Academia,1604,Katekyo Hitman Reborn!
9,6702,Fairy Tail,1604,Katekyo Hitman Reborn!
8,20,Naruto,1604,Katekyo Hitman Reborn!
7,9513,Beelzebub,1604,Katekyo Hitman Reborn!
6,918,Gintama,1604,Katekyo Hitman Reborn!
6,21,One Piece,1604,Katekyo Hitman Reborn!
6,12967,Arcana Famiglia,1604,Katekyo Hitman Reborn!
40,1535,Death Note,40911,Yuukoku no Moriarty
14,4898,Kuroshitsuji,40911,Yuukoku no Moriarty
5,1575,Code Geass: Hangyaku no Lelouch,40911,Yuukoku no Moriarty
4,13601,Psycho-Pass,40911,Yuukoku no Moriarty
4,40052,Great Pretender,40911,Yuukoku no Moriarty
3,31478,Bungou Stray Dogs,40911,Yuukoku no Moriarty
3,38161,Kabukichou Sherlock,40911,Yuukoku no Moriarty
3,41619,Munou na Nana,40911,Yuukoku no Moriarty
3,235,Detective Conan,40911,Yuukoku no Moriarty
3,32998,91 Days,40911,Yuukoku no Moriarty
56,29803,Overlord,37430,Tensei shitara Slime Datta Ken
27,37984,"Kumo Desu ga, Nani ka?",37430,Tensei shitara Slime Datta Ken
19,43523,Tsuki ga Michibiku Isekai Douchuu,37430,Tensei shitara Slime Datta Ken
14,35790,Tate no Yuusha no Nariagari,37430,Tensei shitara Slime Datta Ken
14,39535,Mushoku Tensei: Isekai Ittara Honki Dasu,37430,Tensei shitara Slime Datta Ken
12,38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,37430,Tensei shitara Slime Datta Ken
9,36882,Arifureta Shokugyou de Sekai Saikyou,37430,Tensei shitara Slime Datta Ken
8,38691,Dr. Stone,37430,Tensei shitara Slime Datta Ken
7,39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,37430,Tensei shitara Slime Datta Ken
6,17265,Log Horizon,37430,Tensei shitara Slime Datta Ken
23,9253,Steins;Gate,2236,Toki wo Kakeru Shoujo
16,32281,Kimi no Na wa.,2236,Toki wo Kakeru Shoujo
13,5681,Summer Wars,2236,Toki wo Kakeru Shoujo
12,1689,Byousoku 5 Centimeter,2236,Toki wo Kakeru Shoujo
11,585,Mimi wo Sumaseba,2236,Toki wo Kakeru Shoujo
7,12355,Ookami Kodomo no Ame to Yuki,2236,Toki wo Kakeru Shoujo
5,7311,Suzumiya Haruhi no Shoushitsu,2236,Toki wo Kakeru Shoujo
5,10408,Hotarubi no Mori e,2236,Toki wo Kakeru Shoujo
4,433,"Kumo no Mukou, Yakusoku no Basho",2236,Toki wo Kakeru Shoujo
4,14293,Nerawareta Gakuen,2236,Toki wo Kakeru Shoujo
64,31043,Boku dake ga Inai Machi,42249,Tokyo Revengers
15,31240,Re:Zero kara Hajimeru Isekai Seikatsu,42249,Tokyo Revengers
13,9253,Steins;Gate,42249,Tokyo Revengers
8,44074,Shiguang Dailiren,42249,Tokyo Revengers
5,40904,Bokutachi no Remake,42249,Tokyo Revengers
5,6746,Durarara!!,42249,Tokyo Revengers
5,36649,Banana Fish,42249,Tokyo Revengers
4,6114,Rainbow: Nisha Rokubou no Shichinin,42249,Tokyo Revengers
4,851,Kyou kara Ore wa!!,42249,Tokyo Revengers
3,32729,Orange,42249,Tokyo Revengers
1,28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,36946,Dragon Ball Super: Broly
1,38234,One Piece Movie 14: Stampede,36946,Dragon Ball Super: Broly
1,39565,Boku no Hero Academia the Movie 2: Heroes:Rising,36946,Dragon Ball Super: Broly
1,10937,Mobile Suit Gundam: The Origin,3371,Ginga Eiyuu Densetsu Gaiden
1,8425,Gosick,3371,Ginga Eiyuu Densetsu Gaiden
1,32615,Youjo Senki,3371,Ginga Eiyuu Densetsu Gaiden
3,39535,Mushoku Tensei: Isekai Ittara Honki Dasu,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
2,35062,Mahoutsukai no Yome,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
2,30123,Akagami no Shirayuki-hime,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
1,10800,Chihayafuru,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
1,38691,Dr. Stone,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
1,40960,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
2,8939,Bohemian Rhapsody,731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem
1,6666,Passion,731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem
